id	name	description	microscopy	celltype	component	doi	organism
123	9905	An image of the transition from basal bodies to cilia within a portion of one of the oral membranelles of Euplotes. Parasomal sacs occur between the rows of basal bodies although these endocytic ports are not as evident in Euplotes as in other ciliates. Standard glutaraldehyde fixation followed by osmium tetroxide, dehydrated in alcohol and embedded in an epoxy resin. Microtome sections prepared at approximately 75nm thickness. TEM taken on 7/29/67 by R. Allen with Philips 200 operating at 60kV. Neg. 28,000X. Bar = 0.2µm. A print of the negative was scanned and processed in Photoshop. This image is best used for qualitative analysis. A high resolution image (CIL:9706) is available for quantitative analysis. Additional information is available at (http://www5.pbrc.hawaii.edu/allen/).	detection of electrons	cell by organism	axoneme	doi:10.7295/W9CIL9905	Euplotes sp.
124	2871	A high resolution cross section of a Coleps cilium showing the axoneme consisting of 9 doublet and 2 central microtubules. Doublets have a complete A subfiber and an attached B subfiber. Two dynein arms, outer and inner, extend from the A subfiber. The ciliary membrane with a dense external coat surrounds the ciliary axoneme. The plasma membrane has a glycocalyx composed of the dense coat plus longer filaments. Standard glutaraldehyde fixation followed by osmium tetroxide, dehydrated in alcohol and embedded in an epoxy resin. Microtome sections prepared at approximately 75nm thickness.TEM taken on 5/28/69 by R. Allen with Philips 300 operating at 60kV. Neg. 92,500X. The raw film was scanned with a Nikon Coolscan 9000ED. This is a high resolution image available for quantitative analysis.Additional information available at (http://www5.pbrc.hawaii.edu/allen/).	detection of electrons	eukaryotic cell	axoneme	doi:10.7295/W9CIL2871	Coleps hirtus
125	9685	Cross section of a Coleps cilium showing the axoneme consisting of 9 doublet and 2 central microtubules. Doublets have a complete A subfiber and an attached B subfiber. Two dynein arms, outer and inner, extend from the A subfiber. The ciliary membrane with a dense external coat surrounds the ciliary axoneme. The plasma membrane has a glycocalyx composed of the dense coat plus longer filaments. Standard glutaraldehyde fixation followed by osmium tetroxide, dehydrated in alcohol and embedded in an epoxy resin. Microtome sections prepared at approximately 75nm thickness. TEM taken on 5/28/69 by R. Allen with Philips 300 operating at 60kV. Neg. 92,500X. The negative was printed to paper and the image was scanned with a flatbed scanner and 100nm bar added in Photoshop. This digitized image is available for qualitative analysis. A raw, unprocessed, high resolution version of this image (CIL:2871) is in the library and available for quantitative analysis.Additional information available at (http://www5.pbrc.hawaii.edu/allen/).	detection of electrons	eukaryotic cell	axoneme	doi:10.7295/W9CIL9685	Coleps hirtus
126	37260	An electron micrograph of a cross section of a flagellum from the unicellular alga Chlamydomonas (Yellow strain) showing the characteristic 9-fold symmetry. This section, close to the basal body does not show the 2 central microtubules that occur in the axoneme proper. Image made available by James D. Jamieson and the Department of Cell Biology, Yale University School of Medicine.	transmission electron microscopy (TEM)	None	axoneme	doi:10.7295/W9CIL37260	Chlamydomonas reinhardtii
127	35970	Figures 342 (upper) and 343 (lower) from Chapter 14 (Sperm Flagellum) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Cross sections of spermatozoa from the caddis fly (Polycentropus, upper) and mosquito (Culex, lower) provide examples of variation in the microtuble organization of motile flagella.  In contrast to common 9 + 2, or 9 + 9 + 2, the caddis fly shows a 9 + 7 organization, whereas the mosquito exhibits 9 + 9 + 1 pattern.  Images by David Phillips; Fig 343 from Phillips, J. Cell Biol. 40:28-43, 1969. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	sperm	axoneme	doi:10.7295/W9CIL35970	Polycentropus
128	42804	Colorized transmission electron micrograph (TEM) of rough endoplasmic reticulum (ER) from an acinar cell in the pancreas.	transmission electron microscopy (TEM)	acinar cell	endoplasmic reticulum	doi:10.7295/W9CIL42804	None
129	37237	Early transmission electron micrograph of a thin section of the ribosome-studded rough endoplasmic reticulum of guinea pig pancreas.  The ribosomes (small dots) were originally called Palade particles.  Image made available by James D. Jamieson and the Department of Cell Biology, Yale University School of Medicine.	transmission electron microscopy (TEM)	pancreatic cell	endoplasmic reticulum	doi:10.7295/W9CIL37237	Cavia porcellus
130	10763	Figure 168 from Chapter 5 (Endoplasmic Reticulum) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Electron micrograph of rough endoplasmic reticulum (RER) in an acinar cell from the pancreas of the small brown bat, Myotis lucifugus. The nucleus of the cell is in the upper left corner; the RER in the lower half of the micrograph is stacked in a cisternal structure, and studded with ribosomes.  This cisternal packed organization is common in cells that actively produce proteins for secretion, like this acinar cell.  A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	acinar cell	endoplasmic reticulum	doi:10.7295/W9CIL10763	Myotis lucifugus
131	10767	Figure 170 from Chapter 5 (Endoplasmic Reticulum) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Electron micrograph of rough endoplasmic reticulum (RER) in an acinar cell from the human pancreas.  The RER is stacked in a cisternal structure, and studded with ribosomes.  In this particular preparation, fixation conditions were modified to preserve a flocculent precipitate of newly synthesized protein in the lumen of the ER. The nucleus of the cell is in the upper right corner. Micrograph by Susmo Ito and Arthur Like.  A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	acinar cell	endoplasmic reticulum	doi:10.7295/W9CIL10767	Homo sapiens
132	10777	Figure 177 from Chapter 5 (Endoplasmic Reticulum) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  This electron micrograph shows the supranuclear region of an odontoblast from a rat incisor, as this cell is actively secreting dentin matrix.  The accumulating product of protein synthesis by the rough endoplasmic reticulum is evident as a flocculent material in the lumen.  Image by Melvyn Weinstock. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	odontoblast	endoplasmic reticulum	doi:10.7295/W9CIL10777	Rattus
133	10771	Figure 172 from Chapter 5 (Endoplasmic Reticulum) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Electron micrograph of a Nissl body in a large motor neuron.  The fenestrated cisternae of the endoplasmic reticulum are separated by intervals of 0.2 to 0.5 µm which are crowded with free polyribosomal aggregates. Image by Sanford Palay. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	motor neuron	endoplasmic reticulum	doi:10.7295/W9CIL10771	None
134	7606	High magnification view of rough endoplasmic reticulum (RER) from rat pancreas showing RER and ribosomes, both bound (RiB) and free (RiF). Ribosomes were originally called Palade particles, as Palade was the first to describe them. This micrograph, although not the original micrograph showing ribosomes, reflects Palade"s continued fascination with the ribosome that he discovered in 1955.Identical labeled image available as CIL# 7607. Original report of Palade particles: Palade GE. A small particulate component of the cytoplasm. J Biophys Biochem Cytology [serial online, now J Cell Biol)]. 1955;1:59-68.	transmission electron microscopy (TEM)	pancreatic cell	endoplasmic reticulum	doi:10.7295/W9CIL7606	Rattus rattus
135	11403	Figures 222 (upper) and 223 (lower) from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Mitochondrial matrix granules are located within the space bounded by the inner mitochondrial membrane, and are apparent as spherical, dark inclusions in EM preparations because they are osmiophilic.  Upper, mitochondria from cat ventricuar cardiac muscle with numberous matrix granules; lower, mitochondrion of bat pancreas. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	cardiac muscle cell	mitochondrion	doi:10.7295/W9CIL11403	Felis catus
136	11397	Figure 218 from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  The typical structural organization of mitochondria is revealed in this longitudinal section of a mitochondrion and surrounding cytoplasm from pancreas of the bat, Myotis lucifugus.  It is bounded by a smooth outer membrane about 7nm thick. An inner membrane has infoldings called cristae that project into the interior of the organelle.  Image by Keith Porter. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	None	mitochondrion	doi:10.7295/W9CIL11397	Myotis lucifugus
137	11433	Figure 241 from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  The cristae of these mitochondria from Singh amoeba have a tubular appearance.  Image by Tom Pollard. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	None	mitochondrion	doi:10.7295/W9CIL11433	Amoeba
138	11443	The internal structure of mitochondria can change in response to physiological demand.  Here, after the Sheepshead minnow Cyprinodon variegatus was kept in constant light for 4 weeks, mitochondria from cells of the pseudobranch acquired an additional category of tubular cristae arranged in rows between the longitudinally oriented foliate cristae.  Inset: a longitudinal section suggests these cristae have a helical tubular organization.  This image, courtesy of Jospeh Harb and Eugene Copeland, appears as Figure 249 from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	None	mitochondrion	doi:10.7295/W9CIL11443	Cyprinodon variegatus
139	11401	Figures 220 (upper) and 221 (lower) from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Mitochondrial density, and the number of cristae per mitochondrion are related to energy demands of each particular cell type and tissue.  In the upper figure, epithelial cells from mouse are moderately active, and thus this mitochondrion has an average number of lamellar cristae.  In the lower figure, rapidly contracting skeletal muscle from cricothyroid muscle of the bat has high energy requirements.  Correspondingly, this mitochondrion contains many long and closely packed cristae. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	epithelial cell	mitochondrion	doi:10.7295/W9CIL11401	Mus musculus
140	11434	Figures 242 (upper) and 243 (lower) from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D. Examples of tubular-shaped cristae from mitochondria in the zona fasciculata of hamster adrenal cortex (upper) and from the Singh amoeba (lower).  Fig. 243 by Tom Pollard. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	None	mitochondrion	doi:10.7295/W9CIL11434	Phodopus
141	11420	Figure 233 from Chapter 7 (Mitochondria) of "The Cell, 2nd Ed." by Don W. Fawcett M.D.  Capturing stages of mitochondrial division in cells from the gastric mucosa of a mole with the electron microscope.  A) The free edge of the developing septum has not yet reached the opposite side of the organelle.  B) Asymmetrical penetration of the fold of the outer membrane is evident.  C)Separation of the daughter mitochondrion is complete.  Images by Toku Kanaseki. A PDF copy of the accompanying chapter is available on the ASCB’s BioEDUCATE website.	illumination by electrons	None	mitochondrion	doi:10.7295/W9CIL11420	Talpidae
